Compression Factor,Mode,Num CAVs,Total Original Size (bytes),Total Compressed Size (bytes),Total Gained Size (bytes),Actual Compression Ratio,Avg Original Size per CAV (bytes),Avg Compressed Size per CAV (bytes),Avg Gained Size per CAV (bytes),Is_Lossless
8,lossy,128,2097152,294949,1802203,7.1102190548196464,16384.0,2304.2890625,14079.7109375,0
8,lossy,128,2097152,295625,1801527,7.093960253699788,16384.0,2309.5703125,14074.4296875,0
8,lossy,128,2097152,295031,1802121,7.108242862614437,16384.0,2304.9296875,14079.0703125,0
8,lossy,128,2097152,295478,1801674,7.097489491603436,16384.0,2308.421875,14075.578125,0
8,lossy,128,2097152,295359,1801793,7.100349066728964,16384.0,2307.4921875,14076.5078125,0
8,lossy,128,2097152,298432,1798720,7.027235685181214,16384.0,2331.5,14052.5,0
8,lossy,128,2097152,297987,1799165,7.037729833851812,16384.0,2328.0234375,14055.9765625,0
8,lossy,128,2097152,299219,1797933,7.008752786420648,16384.0,2337.6484375,14046.3515625,0
8,lossy,128,2097152,296676,1800476,7.068829295258126,16384.0,2317.78125,14066.21875,0
8,lossy,128,2097152,295237,1801915,7.1032831250825605,16384.0,2306.5390625,14077.4609375,0
8,lossy,128,2097152,296712,1800440,7.067971635794979,16384.0,2318.0625,14065.9375,0
8,lossy,128,2097152,293018,1804134,7.15707567453194,16384.0,2289.203125,14094.796875,0
8,lossy,128,2097152,294314,1802838,7.125559776293347,16384.0,2299.328125,14084.671875,0
8,lossy,128,2097152,297103,1800049,7.058669888893751,16384.0,2321.1171875,14062.8828125,0
8,lossy,128,2097152,296401,1800751,7.075387734859194,16384.0,2315.6328125,14068.3671875,0
8,lossy,128,2097152,296641,1800511,7.069663330422969,16384.0,2317.5078125,14066.4921875,0
8,lossy,128,2097152,298787,1798365,7.018886363864559,16384.0,2334.2734375,14049.7265625,0
8,lossy,128,2097152,293382,1803770,7.148195867503801,16384.0,2292.046875,14091.953125,0
8,lossy,128,2097152,293243,1803909,7.1515841810375695,16384.0,2290.9609375,14093.0390625,0
8,lossy,128,2097152,293411,1803741,7.147489357931366,16384.0,2292.2734375,14091.7265625,0
8,lossy,128,2097152,295093,1802059,7.106749397647521,16384.0,2305.4140625,14078.5859375,0
8,lossy,128,2097152,294661,1802491,7.117168542833968,16384.0,2302.0390625,14081.9609375,0
8,lossy,128,2097152,295511,1801641,7.09669690806772,16384.0,2308.6796875,14075.3203125,0
8,lossy,128,2097152,296769,1800383,7.066614100529368,16384.0,2318.5078125,14065.4921875,0
8,lossy,128,2097152,299219,1797933,7.008752786420648,16384.0,2337.6484375,14046.3515625,0
8,lossy,128,2097152,298206,1798946,7.032561383741441,16384.0,2329.734375,14054.265625,0
8,lossy,128,2097152,300574,1796578,6.977157039531031,16384.0,2348.234375,14035.765625,0
8,lossy,128,2097152,300200,1796952,6.985849433710859,16384.0,2345.3125,14038.6875,0
8,lossy,128,2097152,300755,1796397,6.972958055560174,16384.0,2349.6484375,14034.3515625,0
8,lossy,128,2097152,298723,1798429,7.020390127308577,16384.0,2333.7734375,14050.2265625,0
8,lossy,128,2097152,299332,1797820,7.006106931433993,16384.0,2338.53125,14045.46875,0
8,lossy,128,2097152,300374,1796778,6.981802685984806,16384.0,2346.671875,14037.328125,0
8,lossy,128,2097152,299062,1798090,7.012432204693341,16384.0,2336.421875,14047.578125,0
8,lossy,128,2097152,299431,1797721,7.0037905226913715,16384.0,2339.3046875,14044.6953125,0
8,lossy,128,2097152,298661,1798491,7.021847512731826,16384.0,2333.2890625,14050.7109375,0
8,lossy,128,2097152,297942,1799210,7.038792785172953,16384.0,2327.671875,14056.328125,0
8,lossy,128,2097152,293558,1803594,7.143910232390192,16384.0,2293.421875,14090.578125,0
8,lossy,128,2097152,292815,1804337,7.162037463927736,16384.0,2287.6171875,14096.3828125,0
8,lossy,128,2097152,296861,1800291,7.064424090736068,16384.0,2319.2265625,14064.7734375,0
8,lossy,128,2097152,298993,1798159,7.014050496165462,16384.0,2335.8828125,14048.1171875,0
8,lossy,128,2097152,298751,1798401,7.019732151524179,16384.0,2333.9921875,14050.0078125,0
8,lossy,128,2097152,296459,1800693,7.074003487834743,16384.0,2316.0859375,14067.9140625,0
8,lossy,128,2097152,296887,1800265,7.063805420917723,16384.0,2319.4296875,14064.5703125,0
8,lossy,128,2097152,295750,1801402,7.0909619611158075,16384.0,2310.546875,14073.453125,0
8,lossy,128,2097152,297388,1799764,7.05190525508763,16384.0,2323.34375,14060.65625,0
8,lossy,128,2097152,298667,1798485,7.021706448988338,16384.0,2333.3359375,14050.6640625,0
8,lossy,128,2097152,299408,1797744,7.004328541655534,16384.0,2339.125,14044.875,0
8,lossy,128,2097152,298831,1798321,7.01785290013419,16384.0,2334.6171875,14049.3828125,0
8,lossy,128,2097152,297941,1799211,7.038816409960361,16384.0,2327.6640625,14056.3359375,0
8,lossy,128,2097152,299589,1797563,7.000096799281683,16384.0,2340.5390625,14043.4609375,0
8,lossy,128,2097152,301328,1795824,6.9596984017416235,16384.0,2354.125,14029.875,0
8,lossy,128,2097152,300666,1796486,6.975022117565671,16384.0,2348.953125,14035.046875,0
8,lossy,128,2097152,299075,1798077,7.01212739279445,16384.0,2336.5234375,14047.4765625,0
8,lossy,128,2097152,301638,1795514,6.952545766780047,16384.0,2356.546875,14027.453125,0
8,lossy,128,2097152,304099,1793053,6.896280487604366,16384.0,2375.7734375,14008.2265625,0
8,lossy,128,2097152,301677,1795475,6.951646960159375,16384.0,2356.8515625,14027.1484375,0
8,lossy,128,2097152,302640,1794512,6.929526830557759,16384.0,2364.375,14019.625,0
8,lossy,128,2097152,302282,1794870,6.937733639449256,16384.0,2361.578125,14022.421875,0
8,lossy,128,2097152,302431,1794721,6.934315595954119,16384.0,2362.7421875,14021.2578125,0
8,lossy,128,2097152,299573,1797579,7.000470669920186,16384.0,2340.4140625,14043.5859375,0
8,lossy,128,2097152,301606,1795546,6.95328342274358,16384.0,2356.296875,14027.703125,0
8,lossy,128,2097152,300952,1796200,6.968393630878014,16384.0,2351.1875,14032.8125,0
8,lossy,128,2097152,301938,1795214,6.945637846180341,16384.0,2358.890625,14025.109375,0
8,lossy,128,2097152,304933,1792219,6.877418974004126,16384.0,2382.2890625,14001.7109375,0
8,lossy,128,2097152,304499,1792653,6.887221304503463,16384.0,2378.8984375,14005.1015625,0
8,lossy,128,2097152,306243,1790909,6.847999791015631,16384.0,2392.5234375,13991.4765625,0
8,lossy,128,2097152,308806,1788346,6.791163384131138,16384.0,2412.546875,13971.453125,0
8,lossy,128,2097152,307589,1789563,6.818033154631667,16384.0,2403.0390625,13980.9609375,0
8,lossy,128,2097152,308091,1789061,6.80692392831988,16384.0,2406.9609375,13977.0390625,0
8,lossy,128,2097152,307821,1789331,6.8128945068725,16384.0,2404.8515625,13979.1484375,0
8,lossy,128,2097152,308249,1788903,6.803434885433529,16384.0,2408.1953125,13975.8046875,0
8,lossy,128,2097152,303248,1793904,6.915633408959004,16384.0,2369.125,14014.875,0
8,lossy,128,2097152,304549,1792603,6.886090579841011,16384.0,2379.2890625,14004.7109375,0
8,lossy,128,2097152,301267,1795885,6.9611075889493375,16384.0,2353.6484375,14030.3515625,0
8,lossy,128,2097152,299158,1797994,7.010181910562312,16384.0,2337.171875,14046.828125,0
8,lossy,128,2097152,297778,1799374,7.04266937114226,16384.0,2326.390625,14057.609375,0
8,lossy,128,2097152,298350,1798802,7.029167085637674,16384.0,2330.859375,14053.140625,0
8,lossy,128,2097152,302835,1794317,6.925064804266349,16384.0,2365.8984375,14018.1015625,0
8,lossy,128,2097152,306530,1790622,6.841588099044139,16384.0,2394.765625,13989.234375,0
8,lossy,128,2097152,309769,1787383,6.770051231724285,16384.0,2420.0703125,13963.9296875,0
8,lossy,128,2097152,309789,1787363,6.7696141567324855,16384.0,2420.2265625,13963.7734375,0
8,lossy,128,2097152,310374,1786778,6.756854633442234,16384.0,2424.796875,13959.203125,0
8,lossy,128,2097152,308507,1788645,6.797745269961459,16384.0,2410.2109375,13973.7890625,0
8,lossy,128,2097152,309298,1787854,6.780360687750972,16384.0,2416.390625,13967.609375,0
8,lossy,128,2097152,311453,1785699,6.733446137940556,16384.0,2433.2265625,13950.7734375,0
8,lossy,128,2097152,309394,1787758,6.778256850488374,16384.0,2417.140625,13966.859375,0
8,lossy,128,2097152,309666,1787486,6.772303062008745,16384.0,2419.265625,13964.734375,0
8,lossy,128,2097152,309132,1788020,6.784001656250404,16384.0,2415.09375,13968.90625,0
8,lossy,128,2097152,307027,1790125,6.830513277333916,16384.0,2398.6484375,13985.3515625,0
8,lossy,128,2097152,304588,1792564,6.885208872312764,16384.0,2379.59375,14004.40625,0
8,lossy,128,2097152,307425,1789727,6.821670326095796,16384.0,2401.7578125,13982.2421875,0
8,lossy,128,2097152,308963,1788189,6.787712444532193,16384.0,2413.7734375,13970.2265625,0
8,lossy,128,2097152,308503,1788649,6.797833408427147,16384.0,2410.1796875,13973.8203125,0
8,lossy,128,2097152,309377,1787775,6.778629309871128,16384.0,2417.0078125,13966.9921875,0
8,lossy,128,2097152,310577,1786575,6.752438203730476,16384.0,2426.3828125,13957.6171875,0
8,lossy,128,2097152,314378,1782774,6.670797574893918,16384.0,2456.078125,13927.921875,0
8,lossy,128,2097152,311509,1785643,6.732235665743205,16384.0,2433.6640625,13950.3359375,0
8,lossy,128,2097152,302650,1794502,6.929297868825376,16384.0,2364.453125,14019.546875,0
8,lossy,128,2097152,301470,1795682,6.9564202076491854,16384.0,2355.234375,14028.765625,0
8,lossy,128,2097152,304077,1793075,6.89677943415648,16384.0,2375.6015625,14008.3984375,0
8,lossy,128,2097152,305781,1791371,6.8583463328329755,16384.0,2388.9140625,13995.0859375,0
8,lossy,128,2097152,312486,1784666,6.711187061180341,16384.0,2441.296875,13942.703125,0
8,lossy,128,2097152,312161,1784991,6.718174275454013,16384.0,2438.7578125,13945.2421875,0
8,lossy,128,2097152,307425,1789727,6.821670326095796,16384.0,2401.7578125,13982.2421875,0
8,lossy,128,2097152,306044,1791108,6.852452588516684,16384.0,2390.96875,13993.03125,0
8,lossy,128,2097152,306665,1790487,6.838576296610308,16384.0,2395.8203125,13988.1796875,0
8,lossy,128,2097152,306145,1791007,6.850191902529847,16384.0,2391.7578125,13992.2421875,0
8,lossy,128,2097152,303493,1793659,6.910050643672177,16384.0,2371.0390625,14012.9609375,0
8,lossy,128,2097152,304571,1792581,6.885593178602034,16384.0,2379.4609375,14004.5390625,0
8,lossy,128,2097152,302503,1794649,6.932665130593747,16384.0,2363.3046875,14020.6953125,0
8,lossy,128,2097152,304737,1792415,6.881842375556627,16384.0,2380.7578125,14003.2421875,0
8,lossy,128,2097152,303237,1793915,6.915884275335793,16384.0,2369.0390625,14014.9609375,0
8,lossy,128,1572864,230947,1341917,6.8104976466462,12288.0,1804.2734375,10483.7265625,0
8,lossy,128,1572864,228226,1344638,6.891695074180856,12288.0,1783.015625,10504.984375,0
8,lossy,128,1572864,227262,1345602,6.920928267814241,12288.0,1775.484375,10512.515625,0
8,lossy,128,1572864,227910,1344954,6.901250493615901,12288.0,1780.546875,10507.453125,0
8,lossy,128,1572864,225607,1347257,6.97169857318257,12288.0,1762.5546875,10525.4453125,0
8,lossy,128,1572864,227823,1345041,6.903885911431242,12288.0,1779.8671875,10508.1328125,0
8,lossy,128,1572864,227668,1345196,6.908586186903737,12288.0,1778.65625,10509.34375,0
8,lossy,128,1572864,227295,1345569,6.9199234475021445,12288.0,1775.7421875,10512.2578125,0
8,lossy,128,1572864,227817,1345047,6.904067738579649,12288.0,1779.8203125,10508.1796875,0
8,lossy,128,1572864,227050,1345814,6.927390442633781,12288.0,1773.828125,10514.171875,0
8,lossy,128,1572864,227482,1345382,6.91423497243738,12288.0,1777.203125,10510.796875,0
8,lossy,128,1572864,228777,1344087,6.875096709896537,12288.0,1787.3203125,10500.6796875,0
8,lossy,128,1572864,229468,1343396,6.8543936409434,12288.0,1792.71875,10495.28125,0
8,lossy,128,1572864,229257,1343607,6.86070218139468,12288.0,1791.0703125,10496.9296875,0
8,lossy,128,1572864,229182,1343682,6.862947351886274,12288.0,1790.484375,10497.515625,0
8,lossy,128,1572864,229125,1343739,6.864654664484452,12288.0,1790.0390625,10497.9609375,0
8,lossy,128,1572864,227551,1345313,6.912138377770258,12288.0,1777.7421875,10510.2578125,0
8,lossy,128,1572864,228138,1344726,6.8943534176682535,12288.0,1782.328125,10505.671875,0
8,lossy,128,1572864,228131,1344733,6.894564964866677,12288.0,1782.2734375,10505.7265625,0
8,lossy,128,1572864,227836,1345028,6.903491985463228,12288.0,1779.96875,10508.03125,0
8,lossy,128,1572864,226528,1346336,6.943353581014268,12288.0,1769.75,10518.25,0
8,lossy,128,1572864,226398,1346466,6.947340524209578,12288.0,1768.734375,10519.265625,0
8,lossy,128,1572864,225950,1346914,6.9611152909935825,12288.0,1765.234375,10522.765625,0
8,lossy,128,1572864,226818,1346046,6.934476099780441,12288.0,1772.015625,10515.984375,0
8,lossy,128,1572864,227986,1344878,6.8989499355223565,12288.0,1781.140625,10506.859375,0
8,lossy,128,1572864,230946,1341918,6.81052713621366,12288.0,1804.265625,10483.734375,0
8,lossy,128,1572864,230953,1341911,6.81032071460427,12288.0,1804.3203125,10483.6796875,0
8,lossy,128,1572864,234722,1338142,6.70096539736369,12288.0,1833.765625,10454.234375,0
8,lossy,128,1572864,232280,1340584,6.771413810917858,12288.0,1814.6875,10473.3125,0
8,lossy,128,1572864,232615,1340249,6.761661973647443,12288.0,1817.3046875,10470.6953125,0
8,lossy,128,1572864,232826,1340038,6.755534175736387,12288.0,1818.953125,10469.046875,0
8,lossy,128,1572864,232867,1339997,6.754344754731242,12288.0,1819.2734375,10468.7265625,0
8,lossy,128,1572864,233615,1339249,6.7327183614065875,12288.0,1825.1171875,10462.8828125,0
8,lossy,128,1572864,236937,1335927,6.638321579153953,12288.0,1851.0703125,10436.9296875,0
8,lossy,128,1572864,235970,1336894,6.665525278637115,12288.0,1843.515625,10444.484375,0
8,lossy,128,1572864,237784,1335080,6.614675503818591,12288.0,1857.6875,10430.3125,0
8,lossy,128,1572864,240795,1332069,6.531962872983243,12288.0,1881.2109375,10406.7890625,0
8,lossy,128,1572864,238467,1334397,6.595730226823838,12288.0,1863.0234375,10424.9765625,0
8,lossy,128,1572864,239770,1333094,6.55988655795137,12288.0,1873.203125,10414.796875,0
8,lossy,128,1572864,237813,1335051,6.613868880170554,12288.0,1857.9140625,10430.0859375,0
8,lossy,128,1572864,239101,1333763,6.578240994391492,12288.0,1867.9765625,10420.0234375,0
8,lossy,128,1572864,237468,1335396,6.62347768962555,12288.0,1855.21875,10432.78125,0
8,lossy,128,1572864,237283,1335581,6.628641748460699,12288.0,1853.7734375,10434.2265625,0
8,lossy,128,1572864,236466,1336398,6.651543985181802,12288.0,1847.390625,10440.609375,0
8,lossy,128,1572864,235757,1337107,6.671547398380536,12288.0,1841.8515625,10446.1484375,0
8,lossy,128,1572864,236529,1336335,6.649772332356709,12288.0,1847.8828125,10440.1171875,0
8,lossy,128,1572864,235111,1337753,6.689878397863137,12288.0,1836.8046875,10451.1953125,0
8,lossy,128,1572864,236098,1336766,6.661911579090039,12288.0,1844.515625,10443.484375,0
